Year,Drug Name,Dosage form and strength,Unit,Ceiling Price,SO Number,SO date,WPI
2025,Dicyclomine,Injection 10 mg / mL (10 ML & more pack),1 ML,2.14,1489(E),27-03-2025,1.74028%
2025,Diethylcarbamazine (DEC),Tablet 100 mg,1 Tablet,1.70,1489(E),27-03-2025,1.74028%
2025,Diethylcarbamazine (DEC),Tablet 50 mg,1 Tablet,0.57,1489(E),27-03-2025,1.74028%
2025,Diethylcarbamazine (DEC),Oral liquid 120 mg / 5 mL (p),1 ML,0.49,1489(E),27-03-2025,1.74028%
2025,Digoxin,Tablet 0.25 mg,1 Tablet,1.35,1489(E),27-03-2025,1.74028%
2025,Digoxin,Oral liquid 0.05 mg / mL,1 ML,1.50,1489(E),27-03-2025,1.74028%
2025,Digoxin,Injection 0.25 mg / mL,1 ML,3.94,1489(E),27-03-2025,1.74028%
2025,Diltiazem,Tablet 60 mg,1 Tablet,5.56,1489(E),27-03-2025,1.74028%
2025,Diltiazem,Tablet 30 mg,1 Tablet,2.73,1489(E),27-03-2025,1.74028%
2025,Diltiazem,Injection 5 mg / mL,1 ML,3.56,1489(E),27-03-2025,1.74028%
2025,Diltiazem,Modified Release Capsule 180 mg ,1 Capsule,,,,1.74028%
2025,Dinoprostone,Gel 0.5 mg,1 GM,86.19,1489(E),27-03-2025,1.74028%
2025,Disposable Pen containing Insulin Glargine,Injection 100 IU/ml,1 ML,248.39,1489(E),27-03-2025,1.74028%
2025,Dobutamine,Injection 50 mg/ml,1 ML,9.19,1489(E),27-03-2025,1.74028%
2025,Docetaxel,Powder for Injection 20 mg,1 Vial,2918.31,1489(E),27-03-2025,1.74028%
2025,Docetaxel,Powder for Injection 80 mg,1 Vial,10513.53,1489(E),27-03-2025,1.74028%
2025,Dolutegravir,Tablet 50 mg,1 Tablet,114.75,1489(E),27-03-2025,1.74028%
2025,Domperidone,Tablet 10 mg,1 Tablet,2.35,1489(E),27-03-2025,1.74028%
2025,Domperidone,Oral Liquid 1 mg / mL,1 ML,1.26,1489(E),27-03-2025,1.74028%
2025,Donepezil,Tablet 10 mg,1 Tablet,17.76,1489(E),27-03-2025,1.74028%
2025,Donepezil,Tablet 5 mg,1 Tablet,12.32,1489(E),27-03-2025,1.74028%
2025,Dopamine,Injection 40 mg / mL,1 ML,4.85,1489(E),27-03-2025,1.74028%
2025,Doxorubicin,Injection 2 mg / mL,1 ML,32.30,1489(E),27-03-2025,1.74028%
2025,Doxycycline,Capsule 100 mg,1 Capsule,3.13,1489(E),27-03-2025,1.74028%
2025,Doxycycline,Tablet 100 mg,1 Tablet,1.24,1489(E),27-03-2025,1.74028%
2025,Doxycycline,Powder for Injection 100 mg,1 Vial,511.39,1489(E),27-03-2025,1.74028%
2025,D-Penicillamine,Capsule 250 mg,1 Capsule,15.92,1489(E),27-03-2025,1.74028%
2025,DPT+ Hib+ Hep B Vaccine,As licensed,Per 0.1 ML,76.97,1489(E),27-03-2025,1.74028%
2025,Efavirenz,Tablet 600 mg,1 Tablet,71.82,1489(E),27-03-2025,1.74028%
2025,Efavirenz,Tablet 200 mg (p),1 Tablet,22.93,1489(E),27-03-2025,1.74028%
2025,Efavirenz,Capsule 200 mg,1 Capsule,22.36,1489(E),27-03-2025,1.74028%
2025,Efavirenz,Capsule 600 mg,1 Capsule,22.36,1489(E),27-03-2025,1.74028%
2025,Enalapril,Tablet 5 mg,1 Tablet,3.76,1489(E),27-03-2025,1.74028%
2025,Enalapril,Tablet 2.5 mg,1 Tablet,2.23,1489(E),27-03-2025,1.74028%
2025,Enoxaparin,"Injection 40 mg / 0.4 mL, Injection 60 mg / 0.6 ml",Per 0.10 ML,113.94,1489(E),27-03-2025,1.74028%
2025,Entecavir,Tablet 1 mg,1 Tablet,132.51,1489(E),27-03-2025,1.74028%
2025,Entecavir,Tablet 0.5 mg,1 Tablet,85.91,1489(E),27-03-2025,1.74028%
2025,Erythropoietin,Injection 2000 IU/mL,1 ML,559.14,1489(E),27-03-2025,1.74028%
2025,Erythropoietin,Injection 10000 IU/mL,1 ML,2003.38,1489(E),27-03-2025,1.74028%
2025,Escitalopram,Tablet 5 mg,1 Tablet,5.11,1489(E),27-03-2025,1.74028%
2025,Escitalopram,Tablet 10 mg,1 Tablet,9.16,1489(E),27-03-2025,1.74028%
2025,Escitalopram,Tablet 20 mg,1 Tablet,14.61,1489(E),27-03-2025,1.74028%
2025,Esmolol,Injection10 mg/mL,1 ML,26.84,1489(E),27-03-2025,1.74028%
2025,Ethambutol,Tablet 600 mg,1 Tablet,4.15,1489(E),27-03-2025,1.74028%
2025,Ethambutol,Tablet 800 mg,1 Tablet,5.05,1489(E),27-03-2025,1.74028%
2025,Ethambutol,Tablet 400 mg,1 Tablet,2.66,1489(E),27-03-2025,1.74028%
2025,Ethambutol,Tablet 200 mg,1 Tablet,1.16,1489(E),27-03-2025,1.74028%
2025,Ethinylestradiol (A) + Levonorgestrel (B),Tablet 0.03 mg (A) + Tablet 0.15 mg (B),1 Tablet,3.23,1489(E),27-03-2025,1.74028%
2025,Ethionamide,Tablet 250 mg,1 Tablet,15.07,1489(E),27-03-2025,1.74028%
2025,Ethyl alcohol (Denatured),Solution 70% ,1 ML,,,,1.74028%
2025,Etoposide,Capsule 50 mg,1 Capsule,57.62,1489(E),27-03-2025,1.74028%
2025,Etoposide,Injection 20 mg/mL,1 ML,35.11,1489(E),27-03-2025,1.74028%
2025,Fentanyl,Injection 50 mcg/ml,1 ML,21.32,1489(E),27-03-2025,1.74028%
2025,Filgrastim,Injection 300 mcg,1 Vial,1180.16,1489(E),27-03-2025,1.74028%
2025,Fluconazole,Tablet 400 mg,1 Tablet,30.27,1489(E),27-03-2025,1.74028%
2025,Fluconazole,Tablet 200 mg,1 Tablet,17.76,1489(E),27-03-2025,1.74028%
2025,Fluconazole,Tablet 100 mg,1 Tablet,7.75,1489(E),27-03-2025,1.74028%
2025,Fluconazole,Tablet 150 mg,1 Tablet,12.27,1489(E),27-03-2025,1.74028%
2025,Fluconazole,Tablet 50 mg,1 Tablet,9.85,1489(E),27-03-2025,1.74028%
2025,Fluconazole,Capsule 200 mg,1 Capsule,40.81,1489(E),27-03-2025,1.74028%
2025,Fluconazole,Capsule 150 mg,1 Capsule,19.55,1489(E),27-03-2025,1.74028%
2025,Fluconazole,Injection 200 mg / 100 mL,Per 100 ML Vial,93.94,1489(E),27-03-2025,1.74028%
2025,Fluconazole,Capsule 100 mg,1 Capsule,21.77,1489(E),27-03-2025,1.74028%
2025,Fludrocortisone,Tablet 0.1 mg,1 Tablet,13.43,1489(E),27-03-2025,1.74028%
2025,Flunarizine,Tablet 5 mg,1 Tablet,2.52,1489(E),27-03-2025,1.74028%
2025,Flunarizine,Tablet 10 mg,1 Tablet,4.90,1489(E),27-03-2025,1.74028%
2025,Fluoxetine,Capsule 20 mg,1 Capsule,4.06,1489(E),27-03-2025,1.74028%
2025,Fluoxetine,Capsule 60 mg,1 Capsule,11.29,1489(E),27-03-2025,1.74028%
2025,Fluoxetine,Capsule 40 mg,1 Capsule,6.60,1489(E),27-03-2025,1.74028%
2025,Fluoxetine,Capsule 10 mg,1 Capsule,3.38,1489(E),27-03-2025,1.74028%
2025,Fluoxetine,Tablet 10 mg,1 Tablet,2.83,1489(E),27-03-2025,1.74028%
2025,Fluoxetine,Tablet 40 mg,1 Tablet,5.66,1489(E),27-03-2025,1.74028%
2025,Fluoxetine,Tablet 60 mg,1 Tablet,8.39,1489(E),27-03-2025,1.74028%
2025,Fluoxetine,Tablet 20 mg,1 Tablet,4.22,1489(E),27-03-2025,1.74028%
2025,Fluphenazine,Injection 25 mg / mL,1 ML,56.22,1489(E),27-03-2025,1.74028%
2025,Folic Acid,Tablet 5 mg,1 Tablet,1.54,1489(E),27-03-2025,1.74028%
2025,Folic Acid,Capsule 5 mg,1 Capsule,5.13,1489(E),27-03-2025,1.74028%
2025,Framycetin,Cream 1 %,1 GM,1.69,1489(E),27-03-2025,1.74028%
2025,Furosemide,Tablet 40 mg,1 Tablet,0.93,1489(E),27-03-2025,1.74028%
2025,Furosemide,Injection 10 mg/mL,1 ML,3.04,1489(E),27-03-2025,1.74028%
2025,Furosemide,Oral liquid 10 mg/mL,1 ML,3.38,1489(E),27-03-2025,1.74028%
2025,Fusidic acid,Cream 2 %,1 GM,10.00,1489(E),27-03-2025,1.74028%
2025,Gefitinib,Tablet 250 mg,1 Tablet,241.27,1489(E),27-03-2025,1.74028%
2025,Gemcitabine,Powder for Injection 1000 mg,1 Vial,5689.88,1489(E),27-03-2025,1.74028%
2025,Gemcitabine,Powder for Injection 200 mg,1 Vial,1322.42,1489(E),27-03-2025,1.74028%
2025,Gentamicin,Injection 40 mg / mL (1.5 ml),1 ML,2.95,1489(E),27-03-2025,1.74028%
2025,Gentamicin,Injection 10 mg/mL,1 ML,2.45,1489(E),27-03-2025,1.74028%
2025,Gentamicin,Injection 40 mg/mL (Pack of 10 ml),1 ML,1.54,1489(E),27-03-2025,1.74028%
2025,Gentamicin,Injection 40 mg/mL (Pack of 20 ml),1 ML,1.58,1489(E),27-03-2025,1.74028%
2025,Gentamicin,Injection 40 mg/mL Pack of 30 ml),1 ML,1.25,1489(E),27-03-2025,1.74028%
2025,Gentamicin,Injection 40 mg/mL (2 ml),1 ML,4.93,1489(E),27-03-2025,1.74028%
2025,Glimepiride,Tablet 2 mg,1 Tablet,5.90,1489(E),27-03-2025,1.74028%
2025,Glimepiride,Tablet 1 mg,1 Tablet,3.76,1489(E),27-03-2025,1.74028%
2025,Glucose,Injection 25%,1 ML,0.20,1489(E),27-03-2025,1.74028%
2025,Glycerin/glycerol (as mentioned in IP),Topical - Lotion,1 ML,1.25,1489(E),27-03-2025,1.74028%
2025,Glycerin/glycerol (as mentioned in IP),Topical - Cream,1 GM,2.41,1489(E),27-03-2025,1.74028%
2025,Glyceryl trinitrate,Injection 5 mg/mL,1 ML,6.30,1489(E),27-03-2025,1.74028%
2025,Glyceryl trinitrate,Sublingual Tablet 0.5 mg,1 Tablet,1.29,1489(E),27-03-2025,1.74028%
2025,Glycopyrrolate,Injection 0.2 mg/mL,1 ML,14.78,1489(E),27-03-2025,1.74028%
2025,Griseofulvin,Tablet 250 mg,1 Tablet,1.80,1489(E),27-03-2025,1.74028%
2025,Haloperidol,Tablet 5 mg,1 Tablet,3.63,1489(E),27-03-2025,1.74028%
2025,Haloperidol,Tablet 10 mg,1 Tablet,4.86,1489(E),27-03-2025,1.74028%
2025,Haloperidol,Oral liquid 2 mg/ 5 mL,1 ML,2.28,1489(E),27-03-2025,1.74028%
2025,Haloperidol,Injection 5 mg/mL,1 ML,6.62,1489(E),27-03-2025,1.74028%
2025,Haloperidol,Tablet 20 mg,1 Tablet,5.45,1489(E),27-03-2025,1.74028%
2025,Haloperidol,Tablet 1.5 mg,1 Tablet,1.61,1489(E),27-03-2025,1.74028%
2025,Halothane,Liquid for inhalation,1 ML,6.21,1489(E),27-03-2025,1.74028%
2025,Heparin,Injection 1000 IU/mL,1 ML,21.58,1489(E),27-03-2025,1.74028%
2025,Heparin,Injection 5000 IU/mL,1 ML,61.00,1489(E),27-03-2025,1.74028%
2025,Hepatitis B immunoglobulin,As Licensed,1 Vial,5594.39,1489(E),27-03-2025,1.74028%
2025,Hepatitis B vaccine,As Licensed,1 ML,80.19,1489(E),27-03-2025,1.74028%
2025,Homatropine,Drops 2%,1 ML,6.51,1489(E),27-03-2025,1.74028%
2025,Hormone Releasing IUD,Contains 52 mg of Levonorgestrel,1 IUD,4174.94,1489(E),27-03-2025,1.74028%
2025,Human chorionic gonado tropin,Injection 5000 IU,1 Vial,424.74,1489(E),27-03-2025,1.74028%
2025,Human chorionic gonado tropin,Injection 10000 IU,1 Vial,944.46,1489(E),27-03-2025,1.74028%
2025,Human chorionic gonado tropin,Injection 2000 IU,1 Vial,349.64,1489(E),27-03-2025,1.74028%
2025,Human chorionic gonado tropin,Solution for infusion (16.5%) ,1 ML,,,,1.74028%
2025,Human chorionic gonado tropin,Solution for infusion (10%) ,1 ML,,,,1.74028%
2025,Human chorionic gonado tropin,Solution for infusion (5%),1 ML,,,,1.74028%
2025,Hydrochlorothiazide,Tablet 25 mg,1 Tablet,1.78,1489(E),27-03-2025,1.74028%
2025,Hydrochlorothiazide,Tablet 12.5 mg,1 Tablet,1.06,1489(E),27-03-2025,1.74028%
2025,Hydrocortisone,Powder for Injection 100 mg,1 Vial,45.57,1489(E),27-03-2025,1.74028%
2025,Hydrocortisone,Tablet 10 mg,1 Tablet,6.82,1489(E),27-03-2025,1.74028%
2025,Hydrocortisone,Powder for Injection 200 mg,1 Vial,66.74,1489(E),27-03-2025,1.74028%
2025,Hydrocortisone,Tablet 5 mg,1 Tablet,3.17,1489(E),27-03-2025,1.74028%
2025,Hydrocortisone,Tablet 20 mg,1 Tablet,15.15,1489(E),27-03-2025,1.74028%
2025,Hydroxy propylmethyl cellulose,Injection 2%,1 ML,29.72,1489(E),27-03-2025,1.74028%
2025,Hydroxychloroquine,Tablet 400 mg,1 Tablet,14.04,1489(E),27-03-2025,1.74028%
2025,Hydroxychloroquine,Tablet 200 mg,1 Tablet,6.47,1489(E),27-03-2025,1.74028%
2025,Hydroxyurea,Capsule 500 mg,1 Capsule,12.33,1489(E),27-03-2025,1.74028%
2025,Hyoscine butylbromide,Injection 20 mg/ml,1 ML,11.44,1489(E),27-03-2025,1.74028%
2025,Ibuprofen,Tablet 200 mg,1 Tablet,0.72,1489(E),27-03-2025,1.74028%
2025,Ibuprofen,Tablet 400 mg,1 Tablet,1.22,1489(E),27-03-2025,1.74028%
2025,Ibuprofen,Oral liquid 100 mg / 5 mL(p),1 ML,0.22,1489(E),27-03-2025,1.74028%
2025,Ibuprofen,Capsule 400 mg ,1 Capsule,,,,1.74028%
2025,Ifosfamide,Powder for Injection 2000 mg,1 Vial,654.35,1489(E),27-03-2025,1.74028%
2025,Ifosfamide,Powder for Injection 1000 mg,1 Vial,324.51,1489(E),27-03-2025,1.74028%
2025,Imatinib,Tablet 100 mg,1 Tablet,70.96,1489(E),27-03-2025,1.74028%
2025,Imatinib,Tablet 400 mg,1 Tablet,203.09,1489(E),27-03-2025,1.74028%
2025,Imatinib,Capsule 100 mg,1 Capsule,74.76,1489(E),27-03-2025,1.74028%
2025,Insulin (Soluble),Injection 40 IU/ml,1 ml,17.29,1489(E),27-03-2025,1.74028%
2025,Insulin Glargine,Injection 100 IU/ml,1 ML,207.00,1489(E),27-03-2025,1.74028%
2025,Insulin Intermediate Acting (NPH),Injection 40 IU/mL,1 ML,17.29,1489(E),27-03-2025,1.74028%
2025,Iohexol,Injection 300 mg iodine/mL,1 ML,17.19,1489(E),27-03-2025,1.74028%
2025,Iohexol,Injection 350 mg iodine/mL,1 ML,14.49,1489(E),27-03-2025,1.74028%
2025,Ipratropium,"Respirator solution for use in 
nebulizer 250mcg/mL ",1 ml ,,,,1.74028%
2025,Irinotecan HCl trihydrate,Solution for injection 20 mg/mL,1 ML,981.68,1489(E),27-03-2025,1.74028%
2025,Iron sucrose,Injection 20 mg/mL,1 ML,58.41,1489(E),27-03-2025,1.74028%
2025,Isoflurane,Liquid for inhalation,1 ML,9.82,1489(E),27-03-2025,1.74028%
2025,Isoniazid,Tablet 300 mg,1 Tablet,1.31,1489(E),27-03-2025,1.74028%
2025,Isoniazid,Tablet 100 mg,1 Tablet,0.74,1489(E),27-03-2025,1.74028%
2025,Isosorbide dinitrate,Tablet 5 mg,1 Tablet,0.83,1489(E),27-03-2025,1.74028%
2025,Isosorbide dinitrate,Tablet 10 mg,1 Tablet,0.82,1489(E),27-03-2025,1.74028%
2025,Ispaghula,Granules/Husk/Powder,1 GM,0.96,1489(E),27-03-2025,1.74028%
2025,Itraconazole,Oral liquid 10 mg/mL,1 ML,5.03,1489(E),27-03-2025,1.74028%
2025,Itraconazole,Capsule 100 mg,1 Capsule,16.96,1489(E),27-03-2025,1.74028%
2025,Itraconazole,Capsule 200 mg,1 Capsule,22.50,1489(E),27-03-2025,1.74028%
2025,IUD containing Copper,As licensed,1 IUD,285.91,1489(E),27-03-2025,1.74028%
2025,Ivermectin,Tablet 6 mg,1 Tablet,21.96,1489(E),27-03-2025,1.74028%
2025,Ivermectin,Tablet 12 mg,1 Tablet,38.02,1489(E),27-03-2025,1.74028%
2025,Japanese encephalitis vaccine,As licensed (4 mcg to 6 mcg),1 Vial,688.95,1489(E),27-03-2025,1.74028%
2025,Japanese encephalitis vaccine,As licensed (upto 3 mcg),1 Vial,527.69,1489(E),27-03-2025,1.74028%
2025,Ketamine,Injection 50 mg/mL,1 ML,12.33,1489(E),27-03-2025,1.74028%
2025,Labetalol,Injection 5 mg/mL,1 ML,50.85,1489(E),27-03-2025,1.74028%
2025,Labetalol,Tablet 100 mg,1 Tablet,15.42,1489(E),27-03-2025,1.74028%
2025,Lactulose,Oral liquid 10 g/15 mL,1 ML,1.25,1489(E),27-03-2025,1.74028%
2025,Lamivudine,Tablet 100 mg,1 Tablet,11.26,1489(E),27-03-2025,1.74028%
2025,Lamivudine,Tablet 150 mg,1 Tablet,11.05,1489(E),27-03-2025,1.74028%
2025,L-Asparaginase,Powder for Injection 5000 KU,1 Vial,1052.89,1489(E),27-03-2025,1.74028%
2025,L-Asparaginase,Powder for Injection 10000 KU,1 Vial,1737.46,1489(E),27-03-2025,1.74028%
2025,Latanoprost,Drops 0.005%,1 ML,236.63,1489(E),27-03-2025,1.74028%
2025,Lenalidomide,Capsule 5 mg,1 Capsule,68.42,1489(E),27-03-2025,1.74028%
2025,Lenalidomide,Capsule 25 mg,1 Capsule,297.37,1489(E),27-03-2025,1.74028%
2025,Letrozole,Tablet 2.5 mg,1 Tablet,29.83,1489(E),27-03-2025,1.74028%
2025,Leuprolide acetate,Powder for injection 22.5 mg,1 Vial,17378.77,1489(E),27-03-2025,1.74028%
2025,Leuprolide acetate,Powder for injection 11.25 mg,1 Vial,9456.23,1489(E),27-03-2025,1.74028%
2025,Leuprolide acetate,Powder for injection 3.75 mg,1 Vial,3166.84,1489(E),27-03-2025,1.74028%
2025,Levetiracetam,Tablet 250 mg,1 Tablet,6.41,1489(E),27-03-2025,1.74028%
2025,Levetiracetam,Tablet 500 mg,1 Tablet,13.21,1489(E),27-03-2025,1.74028%
2025,Levetiracetam,Modified Release Tablet 750 mg,1 Tablet,18.62,1489(E),27-03-2025,1.74028%
2025,Levetiracetam,Tablet 750 mg,1 Tablet,19.68,1489(E),27-03-2025,1.74028%
2025,Levetiracetam,Oral liquid 100 mg/mL (p),1 ML,4.04,1489(E),27-03-2025,1.74028%
2025,Levetiracetam,Injection 100 mg/mL,1 ML,23.42,1489(E),27-03-2025,1.74028%
2025,Levodopa (A) + Carbidopa (B),Modified Release– Tablet 200 mg (A) + 50 mg (B),1 Tablet,4.81,1489(E),27-03-2025,1.74028%
2025,Levodopa (A) + Carbidopa (B),Tablet 100 mg (A) + 25 mg (B),1 Tablet,2.62,1489(E),27-03-2025,1.74028%
2025,Levodopa (A) + Carbidopa (B),Tablet 100 mg (A) + 10 mg (B),1 Tablet,1.79,1489(E),27-03-2025,1.74028%
2025,Levodopa (A) + Carbidopa (B),Tablet 250 mg (A) + 25 mg (B),1 Tablet,4.50,1489(E),27-03-2025,1.74028%
2025,Levodopa (A) + Carbidopa (B),Modified Release– Tablet 100 mg (A) + 25 mg (B),1 Tablet,2.84,1489(E),27-03-2025,1.74028%
2025,Levofloxacin,Tablet 750 mg,1 Tablet,12.67,1489(E),27-03-2025,1.74028%
2025,Levofloxacin,Tablet 250 mg,1 Tablet,4.90,1489(E),27-03-2025,1.74028%
2025,Levofloxacin,Tablet 500 mg,1 Tablet,9.15,1489(E),27-03-2025,1.74028%
2025,Levonorgestrel,Tablet 1.5 mg,1 Tablet,76.66,1489(E),27-03-2025,1.74028%
2025,Levothyroxine,Tablet 50 mcg,1 Tablet,1.05,1489(E),27-03-2025,1.74028%
2025,Levothyroxine,Tablet 75 mcg,1 Tablet,1.47,1489(E),27-03-2025,1.74028%
2025,Levothyroxine,Tablet 88 mcg,1 Tablet,1.68,1489(E),27-03-2025,1.74028%
2025,Levothyroxine,Tablet 112 mcg,1 Tablet,1.69,1489(E),27-03-2025,1.74028%
2025,Levothyroxine,Tablet 25 mcg,1 Tablet,1.48,1489(E),27-03-2025,1.74028%
2025,Levothyroxine,Tablet 62.5 mcg,1 Tablet,1.64,1489(E),27-03-2025,1.74028%
2025,Levothyroxine,Tablet 12.5 mcg,1 Tablet,1.51,1489(E),27-03-2025,1.74028%
2025,Levothyroxine,Tablet 100 mcg,1 Tablet,1.34,1489(E),27-03-2025,1.74028%
2025,Levothyroxine,Tablet 125 mcg,1 Tablet,1.72,1489(E),27-03-2025,1.74028%
2025,Levothyroxine,Tablet 150 mcg,1 Tablet,1.73,1489(E),27-03-2025,1.74028%
2025,Lignocaine,Topical forms 2-5 %,1 GM or 1 ML,1.10,1489(E),27-03-2025,1.74028%
2025,Lignocaine,Injection 2%,1 ML,1.16,1489(E),27-03-2025,1.74028%
2025,Lignocaine,Injection 1%,1 ML,9.02,1489(E),27-03-2025,1.74028%
2025,Lignocaine,Injection 5% with 7.5% glucose,1 ML,3.56,1489(E),27-03-2025,1.74028%
2025,Lignocaine (A) + Adrenaline (B),Injection 2% (A) + 1:200 000 (5 mcg / mL) (B),1 ML,1.07,1489(E),27-03-2025,1.74028%
2025,Linezolid,Tablet 600 mg,1 Tablet,36.29,1489(E),27-03-2025,1.74028%
2025,Linezolid,Tablet 300 mg,1 Tablet,23.04,1489(E),27-03-2025,1.74028%
2025,Lithium,Tablet 300 mg,1 Tablet,2.49,1489(E),27-03-2025,1.74028%
2025,Loperamide,Tablet 2 mg,1 Tablet,2.32,1489(E),27-03-2025,1.74028%
2025,Loperamide,Capsule 2 mg,1 Capsule,3.86,1489(E),27-03-2025,1.74028%
2025,Lopinavir (A) + Ritonavir (B),Tablet 200 mg (A) + 50 mg (B),1 Tablet,48.80,1489(E),27-03-2025,1.74028%
2025,Lorazepam,Tablet 1 mg,1 Tablet,2.35,1489(E),27-03-2025,1.74028%
2025,Lorazepam,Tablet 2 mg,1 Tablet,2.86,1489(E),27-03-2025,1.74028%
2025,Lorazepam,Injection 2 mg/mL,1 ML,8.24,1489(E),27-03-2025,1.74028%
2025,Magnesium sulphate,Injection 500 mg/mL,1 ML,4.95,1489(E),27-03-2025,1.74028%
2025,Mannitol,Injection 20 %,1 ML,0.36,1489(E),27-03-2025,1.74028%
2025,Mannitol,Injection 10 %,1 ML,0.19,1489(E),27-03-2025,1.74028%
2025,Measles Rubella vaccine,As licensed,Each Vial of 0.5 ML,72.43,1489(E),27-03-2025,1.74028%
2025,Measles  vaccine,As licensed,Each Vial of 0.5 ML,51.07,1489(E),27-03-2025,1.74028%
2025,Mebendazole,Tablet 100 mg,1 Tablet,2.95,1489(E),27-03-2025,1.74028%
2025,Mebendazole,Oral liquid 100 mg / 5 mL (p),1 ML,0.85,1489(E),27-03-2025,1.74028%
2025,Medroxyprogesterone acetate,Tablet 10 mg,1 Tablet,6.36,1489(E),27-03-2025,1.74028%
2025,Medroxyprogesterone acetate,Injection 150 mg/mL,1 ML,294.81,1489(E),27-03-2025,1.74028%
2025,Mefenamic acid,Oral liquid 100 mg / 5 mL (p),1 ML,0.57,1489(E),27-03-2025,1.74028%
2025,Mefenamic acid,Tablet 250 mg,1 Tablet,2.15,1489(E),27-03-2025,1.74028%
2025,Mefloquine,Tablet 250 mg,1 Tablet,53.07,1489(E),27-03-2025,1.74028%
2025,Meglumine diatrizoate,Injection 60 %w/v,1 ML,9.63,1489(E),27-03-2025,1.74028%
2025,Meglumine diatrizoate,Injection 76 %w/v,1 ML,10.38,1489(E),27-03-2025,1.74028%
2025,Melphalan,Tablet 2 mg,1 Tablet,92.93,1489(E),27-03-2025,1.74028%
2025,Melphalan,Tablet 5 mg,1 Tablet,87.54,1489(E),27-03-2025,1.74028%
2025,Meropenem,Powder for Injection 500 mg (as trihydrate),1 Vial,735.60,1489(E),27-03-2025,1.74028%
2025,Meropenem,Powder for Injection1000 mg (as trihydrate),1 Vial,969.32,1489(E),27-03-2025,1.74028%
2025,Mesna,Injection 100 mg/mL,1 ML,15.78,1489(E),27-03-2025,1.74028%
2025,Metformin,Tablet 1000 mg,1 Tablet,3.55,1489(E),27-03-2025,1.74028%
2025,Metformin,Tablet 500 mg,1 Tablet,2.06,1489(E),27-03-2025,1.74028%
2025,Metformin,Modified release Tablet 1000 mg,1 Tablet,4.12,1489(E),27-03-2025,1.74028%
2025,Methotrexate,Tablet 10 mg,1 tablet,13.52,1489(E),27-03-2025,1.74028%
2025,Methotrexate,Tablet 2.5 mg,1 tablet,5.40,1489(E),27-03-2025,1.74028%
2025,Methotrexate,Tablet 5 mg,1 Tablet,9.59,1489(E),27-03-2025,1.74028%
2025,Methylergometrine,Tablet 0.125 mg,1 Tablet,9.10,1489(E),27-03-2025,1.74028%
2025,Methylergometrine,Injection 0.2 mg/mL,1 ML,15.21,1489(E),27-03-2025,1.74028%
2025,Methylprednisolone,Injection 40 mg/mL,1 ML,46.46,1489(E),27-03-2025,1.74028%
2025,Metoclopramide,Tablet 10 mg,1 Tablet,1.37,1489(E),27-03-2025,1.74028%
2025,Metoclopramide,Injection 5 mg/mL (Less than 10 ML Pack),1 ML,2.72,1489(E),27-03-2025,1.74028%
2025,Metoclopramide,Injection 5 mg/mL (10 ML & More Pack),1 ML,1.66,1489(E),27-03-2025,1.74028%
2025,Metoclopramide,Oral liquid 5 mg / 5 mL(p),1 ML,0.51,1489(E),27-03-2025,1.74028%
2025,Metoprolol,Tablet 25 mg,1 Tablet,4.32,1489(E),27-03-2025,1.74028%
2025,Metoprolol,Tablet 50 mg,1 Tablet,5.94,1489(E),27-03-2025,1.74028%
2025,Metoprolol,Modified Release Tablet 100 mg,1 Tablet,15.25,1489(E),27-03-2025,1.74028%
2025,Metoprolol,Tablet 100 mg,1 Tablet,11.32,1489(E),27-03-2025,1.74028%
2025,Metoprolol,Capsule 25 mg,1 Capsule,4.21,1489(E),27-03-2025,1.74028%
2025,Metoprolol,Capsule 50 mg,1 Capsule,5.92,1489(E),27-03-2025,1.74028%
2025,Metoprolol,Injection 1 mg/ML,1 ML,3.46,1489(E),27-03-2025,1.74028%
2025,Metronidazole,Tablet 200 mg,1 Tablet,0.83,1489(E),27-03-2025,1.74028%
2025,Metronidazole,Tablet 400 mg,1 Tablet,1.55,1489(E),27-03-2025,1.74028%
2025,Metronidazole,Injection 500 mg / 100 mL,1 ML,0.21,1489(E),27-03-2025,1.74028%
2025,Metronidazole,Oral liquid 200 mg / 5 mL(p),1 ML,0.53,1489(E),27-03-2025,1.74028%
2025,Midazolam,Nasal Spray 1.25 mg/ actuation,1 ML,220.59,1489(E),27-03-2025,1.74028%
2025,Midazolam,Nasal Spray 0.5 mg/actuation,1 ML,81.32,1489(E),27-03-2025,1.74028%
2025,Midazolam,Injection 1 mg/mL,1 ML,6.02,1489(E),27-03-2025,1.74028%
2025,Midazolam,Injection 5 mg/mL,1 ML,11.07,1489(E),27-03-2025,1.74028%
2025,Mifepristone,Tablet 200 mg,1 Tablet,357.03,1489(E),27-03-2025,1.74028%
2025,Misoprostol,Tablet 200 mcg,1 Tablet,19.30,1489(E),27-03-2025,1.74028%
2025,Misoprostol,Tablet 100 mcg,1 Tablet,10.09,1489(E),27-03-2025,1.74028%
2025,Montelukast,Tablet 4 mg,1 Tablet,10.41,1489(E),27-03-2025,1.74028%
2025,Montelukast,Tablet 10 mg,1 Tablet,16.73,1489(E),27-03-2025,1.74028%
2025,Montelukast,Tablet 5 mg (including chewable Tablets),1 Tablet,12.22,1489(E),27-03-2025,1.74028%
