Year,Drug Name,Dosage form and strength,Unit,Ceiling Price,SO Number,SO date,WPI
2025,Betamethasone,Gel 0.05%,1 gm,0.67,1487(E),27-03-2025,1.74028%
2025,Betamethasone,Lotion 0.1%,1 ml,1.04,1487(E),27-03-2025,1.74028%
2025,Betamethasone,Lotion 0.5%,1 ml,0.67,1487(E),27-03-2025,1.74028%
2025,Budesonide,Nasal Spray 50 mcg / dose,1 Dose,1.29,1487(E),27-03-2025,1.74028%
2025,Budesonide,Inhalation (DPI) 100 mcg / dose,1 Dose,2.53,1487(E),27-03-2025,1.74028%
2025,Calcium Carbonate,Tablet 500 mg,1 Tablet,2.19,1487(E),27-03-2025,1.74028%
2025,Calcium gluconate,Injection 100 mg/ml,1 ml,0.69,1487(E),27-03-2025,1.74028%
2025,Cefadroxil,Capsule 500 mg,1 Capsule,9.05,1487(E),27-03-2025,1.74028%
2025,Cefazolin,Powder for Injection 1 gm,Each Pack,31.09,1487(E),27-03-2025,1.74028%
2025,Cefazolin,Powder for Injection 500 mg,Each Pack,19.71,1487(E),27-03-2025,1.74028%
2025,Cefixime,Capsule 400 mg,1 Capsule,37.04,1487(E),27-03-2025,1.74028%
2025,Cetirizine,Capsule 10 mg,1 Capsule,3.01,1487(E),27-03-2025,1.74028%
2025,Chlorhexidine,Solution 5% (Concentrate for dilution),1 ml,0.19,1487(E),27-03-2025,1.74028%
2025,Cloxacillin,Tablet 250 mg,1 Tablet,2.19,1487(E),27-03-2025,1.74028%
2025,Cloxacillin,Powder for Injection 250 mg,Each Pack,5.63,1487(E),27-03-2025,1.74028%
2025,Coagulation factor IX,Powder for Injection 600 IU,Each Pack,15606.71,1487(E),27-03-2025,1.74028%
2025,Coagulation factor VIII,Powder for Injection 250 IU,Each pack,4731.08,1487(E),27-03-2025,1.74028%
2025,Coagulation factor VIII,Powder for Injection 500 IU,Each Pack,11609.72,1487(E),27-03-2025,1.74028%
2025,Cyclosporine,Injection 50 mg/ml,1 ml,341.64,1487(E),27-03-2025,1.74028%
2025,Daunarubicin,Powder for I.V. Injection 20 mg (5 mg/ml),Each pack,308.03,1487(E),27-03-2025,1.74028%
2025,Dextran-40,Injection 10%,1 ml,1.07,1487(E),27-03-2025,1.74028%
2025,Diazepam,Oral Liquid 2 mg/5ml,1 ml,3.46,1487(E),27-03-2025,1.74028%
2025,Diclofenac,Capsule 50 mg,1 Capsule,0.77,1487(E),27-03-2025,1.74028%
2025,Dicyclomine,Oral Solution 10 mg/5 ml,1 ml,0.20,1487(E),27-03-2025,1.74028%
2025,Dicyclomine,Tablet 10 mg,1 Tablet,0.13,1487(E),27-03-2025,1.74028%
2025,Dinoprostone,Tablet 0.5 mg,1 Tablet,63.39,1487(E),27-03-2025,1.74028%
2025,Diphtheria antitoxin,10000 IU,Each Pack,1660.10,1487(E),27-03-2025,1.74028%
2025,DPT vaccine,-,Per 0.5 ml,17.95,1487(E),27-03-2025,1.74028%
2025,Efavirenz,Capsule 600 mg,1 Capsule,79.45,1487(E),27-03-2025,1.74028%
2025,Ethyl Alcohol (Denatured),Solution 70%,1 ml,0.54,1487(E),27-03-2025,1.74028%
2025,Ferrous Salt (A) + Folic Acid (B),Tablet 100 mg elemental iron (A) + 500 mcg (B),1 Tablet,0.28,1487(E),27-03-2025,1.74028%
2025,Fluconazole,Oral Liquid 50 mg/5 ml,1 ml,3.31,1487(E),27-03-2025,1.74028%
2025,Gadobenate,Injection 529 mg/ml,1 ml,138.05,1487(E),27-03-2025,1.74028%
2025,Glucose,Injection 50%,1 ml,0.62,1487(E),27-03-2025,1.74028%
2025,Glucose,Injection 5%,1000 ml Glass,81.34,1487(E),27-03-2025,1.74028%
2025,Glucose,Injection 5%,1000 ml Non- Glass,65.67,1487(E),27-03-2025,1.74028%
2025,Glucose,Injection 5%,100ml Glass,22.84,1487(E),27-03-2025,1.74028%
2025,Glucose,Injection 5%,100 ml Non- Glass,20.67,1487(E),27-03-2025,1.74028%
2025,Glucose,Injection 5%,250 ml Glass,31.55,1487(E),27-03-2025,1.74028%
2025,Glucose,Injection 5%,250 ml Non- Glass,28.51,1487(E),27-03-2025,1.74028%
2025,Glucose,Injection 5%,500 ml Glass,44.79,1487(E),27-03-2025,1.74028%
2025,Glucose,Injection 5%,500 ml Non- Glass,38.64,1487(E),27-03-2025,1.74028%
2025,Glucose,Injection 10%,Each Pack (1000 ml),32.72,1487(E),27-03-2025,1.74028%
2025,Glucose,Injection 10%,Each Pack (500 ml),35.58,1487(E),27-03-2025,1.74028%
2025,Glucose (A) + Sodium Chloride (B),Injection 5% (A) + 0.9% (B),1000 ml Glass,81.88,1487(E),27-03-2025,1.74028%
2025,Glucose (A) + Sodium Chloride (B),Injection 5% (A) + 0.9% (B),1000 ml Non- Glass,66.16,1487(E),27-03-2025,1.74028%
2025,Glucose (A) + Sodium Chloride (B),Injection 5% (A) + 0.9% (B),100 ml Glass,22.89,1487(E),27-03-2025,1.74028%
2025,Glucose (A) + Sodium Chloride (B),Injection 5% (A) + 0.9% (B),100 ml Non- Glass,20.69,1487(E),27-03-2025,1.74028%
2025,Glucose (A) + Sodium Chloride (B),Injection 5% (A) + 0.9% (B),250 ml Glass,31.68,1487(E),27-03-2025,1.74028%
2025,Glucose (A) + Sodium Chloride (B),Injection 5% (A) + 0.9% (B),250 ml Non- Glass,28.61,1487(E),27-03-2025,1.74028%
2025,Glucose (A) + Sodium Chloride (B),Injection 5% (A) + 0.9% (B),500 ml Glass,45.00,1487(E),27-03-2025,1.74028%
2025,Glucose (A) + Sodium Chloride (B),Injection 5% (A) + 0.9% (B),500 ml Non- Glass,38.87,1487(E),27-03-2025,1.74028%
2025,Glutaraldehyde,Solution 2%,1 ml,0.08,1487(E),27-03-2025,1.74028%
2025,Griseofulvin,Tablet 125 mg,1 Tablet,1.04,1487(E),27-03-2025,1.74028%
2025,Griseofulvin,Tablet 375 mg,1 Tablet,5.44,1487(E),27-03-2025,1.74028%
2025,Haemodialysis fluid,As license,1 ml,0.04,1487(E),27-03-2025,1.74028%
2025,Human Normal Immunoglobulin,Solution for infusion 5%,1 ml,195.41,1487(E),27-03-2025,1.74028%
2025,Human Normal Immunoglobulin,Solution for infusion 10%,1 ml,264.57,1487(E),27-03-2025,1.74028%
2025,Human Normal Immunoglobulin,Solution for infusion 16.5%,1 ml,503.13,1487(E),27-03-2025,1.74028%
2025,Hydrochlorothiazide,Tablet 50 mg,1 Tablet,0.10,1487(E),27-03-2025,1.74028%
2025,Hydrogen peroxide,Solution 6%,1 ml,0.04,1487(E),27-03-2025,1.74028%
2025,Hydroxocobalamin,Injection 1 mg/ml,1 ml,12.52,1487(E),27-03-2025,1.74028%
2025,Ibuprofen,Capsule 400 mg,1 Capsule,1.33,1487(E),27-03-2025,1.74028%
2025,Ibuprofen,Capsule 200 mg,1 Soft gelatin capsule,3.39,1487(E),27-03-2025,1.74028%
2025,Imatinib,Capsule 400 mg,1 Capsule,323.54,1487(E),27-03-2025,1.74028%
2025,Ipratropium,Inhalation (MDI/DPI) 20 mcg/dose,1 Dose,0.77,1487(E),27-03-2025,1.74028%
2025,Ipratropium,Respirator solution for use in Nebulizer 250 mcg/ml,1 ml,3.20,1487(E),27-03-2025,1.74028%
2025,Ketamine,Injection 10 mg/ml,1 ml,13.42,1487(E),27-03-2025,1.74028%
2025,Levonorgestrel,Tablet 0.75 mg,1 Tablet,29.15,1487(E),27-03-2025,1.74028%
2025,Levothyroxine,Tablet 37.50 mcg,1 Tablet,1.50,1487(E),27-03-2025,1.74028%
2025,Lignocaine (A) + Adrenaline (B),Injection 1% (A) + 1:200000 (5 mcg/ml) (B),1 ml,0.57,1487(E),27-03-2025,1.74028%
2025,Lopinavir (A) + Ritonavir (B),Tablet 100 mg(A) + 25 mg (B),1 Tablet,29.79,1487(E),27-03-2025,1.74028%
2025,Methotrexate,Injection 50 mg/ml,1 ml,50.73,1487(E),27-03-2025,1.74028%
2025,Methylrosanilinium chloride (Gentian Violet),Paint 1%,1 ml,0.10,1487(E),27-03-2025,1.74028%
2025,Methylthioninium chloride (Methylene blue),Injection 10 mg/ml,1 ml,27.60,1487(E),27-03-2025,1.74028%
2025,Midazolam,Tablet 7.5 mg,1 Tablet,28.43,1487(E),27-03-2025,1.74028%
2025,Morphine,SR Tablet 30 mg,1 Tablet,6.90,1487(E),27-03-2025,1.74028%
2025,Morphine,Tablet 10 mg,1 Tablet,6.75,1487(E),27-03-2025,1.74028%
2025,N-acetylcysteine,Sachet 200 mg,1 gm,11.39,1487(E),27-03-2025,1.74028%
2025,Nevirapine,Oral Liquid 50 mg/5 ml,1 ml,1.06,1487(E),27-03-2025,1.74028%
2025,Omeprazole,Tablet 10 mg,1 Tablet,5.62,1487(E),27-03-2025,1.74028%
2025,Oral poliomyelitis vaccine,-,1 ml,129.89,1487(E),27-03-2025,1.74028%
2025,Para-aminosalicylic acid,Granules (As licensed),1 gm,3.60,1487(E),27-03-2025,1.74028%
2025,Paracetamol,Injection 150 mg/ml,Each Pack ( 0.5 ml),3.89,1487(E),27-03-2025,1.74028%
2025,Paracetamol,Injection 150 mg/ml,Each Pack (1 ml),5.31,1487(E),27-03-2025,1.74028%
2025,Paracetamol,Injection 150 mg/ml,Each Pack (3 ml),11.03,1487(E),27-03-2025,1.74028%
2025,Paracetamol,Injection 150 mg/ml,Each Pack (4 ml),13.89,1487(E),27-03-2025,1.74028%
2025,Paracetamol,Injection 150 mg/ml,Each Pack (5 ml),16.75,1487(E),27-03-2025,1.74028%
2025,Paracetamol,Injection 150 mg/ml,Each Pack (7 ml),22.45,1487(E),27-03-2025,1.74028%
2025,Penicillamine,Capsule 250 mg,1 Capsule,18.82,1487(E),27-03-2025,1.74028%
2025,Phenylephrine,Drop 10%,1 ml,10.24,1487(E),27-03-2025,1.74028%
2025,Phenylephrine,Drops 5%,1 ml,4.72,1487(E),27-03-2025,1.74028%
2025,Phenytoin,ER Capsule 300 mg,1 Capsule,4.82,1487(E),27-03-2025,1.74028%
2025,Phenytoin,Injection 25 mg/ml,1 ml,3.18,1487(E),27-03-2025,1.74028%
2025,Pilocarpine,Drops 4%,1 ml,14.79,1487(E),27-03-2025,1.74028%
2025,Potassium permanganate,Crystals for topical solution,1 gm,0.56,1487(E),27-03-2025,1.74028%
2025,Povidone iodine,Scrub 7.5%,1 ml,2.03,1487(E),27-03-2025,1.74028%
2025,Praziquantel,Tablet 600 mg,1 Tablet,44.00,1487(E),27-03-2025,1.74028%
2025,Prednisolone,Injection 20 mg/2 ml,1 ml,4.54,1487(E),27-03-2025,1.74028%
2025,Pyrazinamide,Oral Liquid 250 mg/5 ml,1 ml,0.77,1487(E),27-03-2025,1.74028%
2025,Rifampicin,Tablet 150 mg,1 Tablet,2.04,1487(E),27-03-2025,1.74028%
2025,Ringer Lactate,Injection 1000 ml,Each Pack,101.05,1487(E),27-03-2025,1.74028%
2025,Ringer Lactate,Injection 100 ml,Each Pack,26.45,1487(E),27-03-2025,1.74028%
2025,Ringer Lactate,Injection 250 ml,Each Pack,45.10,1487(E),27-03-2025,1.74028%
2025,Ringer Lactate,Injection 500 ml,Each Pack,57.48,1487(E),27-03-2025,1.74028%
2025,Ritonavir,Capsule 100 mg,1 Capsule,35.75,1487(E),27-03-2025,1.74028%
2025,Salbutamol,Capsule 4 mg,1 Capsule,0.75,1487(E),27-03-2025,1.74028%
2025,Silver Sulphadiazine,Cream 1%,1 gm,0.64,1487(E),27-03-2025,1.74028%
2025,Sodium Chloride,Injection 0.9%,1000 ml Glass,75.17,1487(E),27-03-2025,1.74028%
2025,Sodium Chloride,Injection 0.9%,1000 ml Non- Glass,59.28,1487(E),27-03-2025,1.74028%
2025,Sodium Chloride,Injection 0.9%,100 ml Glass,22.22,1487(E),27-03-2025,1.74028%
2025,Sodium Chloride,Injection 0.9%,100 ml Non- Glass,20.02,1487(E),27-03-2025,1.74028%
2025,Sodium Chloride,Injection 0.9%,250 ml Glass,29.98,1487(E),27-03-2025,1.74028%
2025,Sodium Chloride,Injection 0.9%,250 ml Non- Glass,26.91,1487(E),27-03-2025,1.74028%
2025,Sodium Chloride,Injection 0.9%,500 ml Glass,41.68,1487(E),27-03-2025,1.74028%
2025,Sodium Chloride,Injection 0.9%,500 ml Non- Glass,35.48,1487(E),27-03-2025,1.74028%
2025,Sodium nitrite,Injection 30 mg/ml,1 ml,32.91,1487(E),27-03-2025,1.74028%
2025,Sodium Nitroprusside,Injection 10 mg/ml,1 ml,32.71,1487(E),27-03-2025,1.74028%
2025,Streptokinase,"Injection 7,50,000 IU",Each Pack,1594.70,1487(E),27-03-2025,1.74028%
2025,TD Vaccine,"Each dose of 0.5 ml contains: Diphtheria Toxoid
≤5Lf (≥ 2IU) Tetanus Toxoid ≥5Lf (≥ 40IU)",Each 0.5 ml Pack,23.74,1487(E),27-03-2025,1.74028%
2025,TD Vaccine,"Each dose of 0.5 ml contains: Diphtheria Toxoid
≤5Lf (≥ 2IU) Tetanus Toxoid ≥ 5Lf (≥ 40IU)",Each 5 ml Pack,223.07,1487(E),27-03-2025,1.74028%
2025,TD Vaccine,"Each dose of 0.5 ml contains: Diphtheria Toxoid
≤25Lf (≥ 30IU) Tetanus Toxoid ≥ 5Lf (≥ 40IU)",Each 0.5 ml Pack,20.35,1487(E),27-03-2025,1.74028%
2025,Temozolomide,Tablet 100 mg,1 Tablet,1959.10,1487(E),27-03-2025,1.74028%
2025,Timolol,Drops 0.25%,1 ml,6.55,1487(E),27-03-2025,1.74028%
2025,Tramadol,Injection 50 mg/ml (20 ml Pack),1 ml,1.58,1487(E),27-03-2025,1.74028%
2025,Verapamil,Injection 2.5 mg/ml,1 ml,1.49,1487(E),27-03-2025,1.74028%
2025,Vinblastine,Injection 1 mg/ml,1 ml,25.98,1487(E),27-03-2025,1.74028%
2025,Vitamin A,Capsule 50000 IU,1 Capsule,0.69,1487(E),27-03-2025,1.74028%
2025,Water for Injection,Injection,Each Pack (5 ml),2.84,1487(E),27-03-2025,1.74028%
2025,Water for Injection,Injection,Per 500 ml Pack,58.40,1487(E),27-03-2025,1.74028%
2025,Water for Injection,Injection,Per 1000 ml Pack,102.49,1487(E),27-03-2025,1.74028%
2025,Zidovudine,Capsule 300 mg,1 Capsule,2.61,1487(E),27-03-2025,1.74028%
2025,Zolpidem,Capsule 5 mg,1 Capsule,9.31,1487(E),27-03-2025,1.74028%
2025,Acetyl Salicylic Acid,Tablet 300 mg,1 Tablet,0.28,1488(E),27-03-2025,1.74028%
2025,Calcium carbonate,Tablet 250 mg,1 Tablet,2.47,1488(E),27-03-2025,1.74028%
2025,Condoms,-,1 Condom,11.57,1488(E),27-03-2025,1.74028%
2025,Dapsone,Tablet 50 mg,1 Tablet,0.30,1488(E),27-03-2025,1.74028%
2025,Medroxy Progesterone Acetate,Tablet 5 mg,1 Tablet,3.78,1488(E),27-03-2025,1.74028%
2025,Rifampicin,Tablet 450 mg,1 Tablet,5.62,1488(E),27-03-2025,1.74028%
2026,5-amino salicylic Acid (Mesalazine/Mesalamine),Suppository 500 mg,1 Suppository,17.86,1575(E),25-03-2026,0.64956%
2026,5-amino salicylic Acid (Mesalazine/Mesalamine),Retention Enema (Foam),1 GM,17.11,1575(E),25-03-2026,0.64956%
2026,5-amino salicylic Acid (Mesalazine/Mesalamine),Retention Enema (Liquid),1 ML,2.17,1575(E),25-03-2026,0.64956%
2026,5-amino salicylic Acid,Tablet 400 mg,1 Tablet,8.11,1575(E),25-03-2026,0.64956%
2026,5-Fluorouracil,Injection 250 mg/5 ml,1 ML,2.09,1575(E),25-03-2026,0.64956%
2026,6-Mercaptopurine,Tablet 50 mg,1 Tablet,5.38,1575(E),25-03-2026,0.64956%
2026,Abacavir,Tablet 300 mg,1 Tablet,49.76,1575(E),25-03-2026,0.64956%
2026,Abacavir (A) + Lamivudine (B),Tablet 600 mg (A) + 300 mg (B),1 Tablet,74.06,1575(E),25-03-2026,0.64956%
2026,Acetazolamide,Tablet 250 mg,1 Tablet,4.16,1575(E),25-03-2026,0.64956%
2026,Acetazolamide,Capsule 250 mg,1 Capsule,5.17,1575(E),25-03-2026,0.64956%
2026,Acetylsalicylic acid,Enteric coated Tablet 75 mg,1 Tablet,0.36,1575(E),25-03-2026,0.64956%
2026,Acetylsalicylic acid,Conventional/Effervescent/ Dispersible/ Enteric coated Tablets 150 mg,1 Tablet,0.72,1575(E),25-03-2026,0.64956%
2026,Acetylsalicylic acid,Conventional / Effervescent / Dispersible / Enteric coated Tablets 325 mg,1 Tablet,0.68,1575(E),25-03-2026,0.64956%
2026,Actinomycin D,Powder for Injection 0.5 mg,1 Vial,338.98,1575(E),25-03-2026,0.64956%
2026,Acyclovir,Tablet 400 mg,1 Tablet,13.99,1575(E),25-03-2026,0.64956%
2026,Acyclovir,Tablet 200 mg,1 Tablet,7.79,1575(E),25-03-2026,0.64956%
2026,Acyclovir,Powder for Injection 250 mg,1 Vial,436.64,1575(E),25-03-2026,0.64956%
2026,Acyclovir,Powder for Injection 500 mg,1 Vial,541.14,1575(E),25-03-2026,0.64956%
2026,Acyclovir,Tablet 800 mg,1 Tablet,38.57,1575(E),25-03-2026,0.64956%
2026,Acyclovir,Ointment 3%,1 GM,11.95,1575(E),25-03-2026,0.64956%
2026,Acyclovir,Oral liquid 400 mg/5 mL (p),1 ML,1.39,1575(E),25-03-2026,0.64956%
2026,Adenosine,Injection 3 mg/mL,1 ML,95.09,1575(E),25-03-2026,0.64956%
2026,Adrenaline,Injection 1 mg/mL,1 ML,12.52,1575(E),25-03-2026,0.64956%
2026,Albendazole,Oral liquid 200 mg/5 mL(p),1 ML,1.83,1575(E),25-03-2026,0.64956%
2026,Albendazole,Tablet 400 mg,1 Tablet,7.21,1575(E),25-03-2026,0.64956%
2026,Albendazole,Chewable Tablet 400 mg,1 Tablet,8.32,1575(E),25-03-2026,0.64956%
2026,Allopurinol,Tablet 300 mg,1 Tablet,5.77,1575(E),25-03-2026,0.64956%
2026,Allopurinol,Tablet 100 mg,1 Tablet,1.93,1575(E),25-03-2026,0.64956%
2026,Alprostadil,Injection 0.5 mg/mL,1 ML,6253.38,1575(E),25-03-2026,0.64956%
2026,Amikacin,Injection 250 mg/mL,1 ML,55.47,1575(E),25-03-2026,0.64956%
2026,Amiodarone,Tablet 200 mg,1 Tablet,11.79,1575(E),25-03-2026,0.64956%
2026,Amiodarone,Tablet 100 mg,1 Tablet,6.29,1575(E),25-03-2026,0.64956%
2026,Amiodarone,Injection 50 mg/mL,1 ML,21.64,1575(E),25-03-2026,0.64956%
2026,Amitriptyline,Tablet 50 mg,1 Tablet,6.13,1575(E),25-03-2026,0.64956%
2026,Amitriptyline,Tablet 75 mg,1 Tablet,5.58,1575(E),25-03-2026,0.64956%
2026,Amitriptyline,Tablet 25 mg,1 Tablet,2.55,1575(E),25-03-2026,0.64956%
2026,Amitriptyline,Tablet 10 mg,1 Tablet,2.45,1575(E),25-03-2026,0.64956%
2026,Amlodipine,Tablet 2.5 mg,1 Tablet,1.83,1575(E),25-03-2026,0.64956%
2026,Amlodipine,Tablet 5 mg,1 Tablet,2.56,1575(E),25-03-2026,0.64956%
2026,Amlodipine,Tablet 10 mg,1 Tablet,5.58,1575(E),25-03-2026,0.64956%
2026,Amoxicillin,Capsule 250 mg,1 Capsule,2.50,1575(E),25-03-2026,0.64956%
2026,Amoxicillin,Capsule 500 mg,1 Capsule,7.54,1575(E),25-03-2026,0.64956%
2026,Amoxicillin,Oral liquid 250 mg/5 mL (p),1 ML,1.60,1575(E),25-03-2026,0.64956%
2026,Amoxicillin,Powder for Injection 250 mg,1 Vial,25.38,1575(E),25-03-2026,0.64956%
2026,Amoxicillin,Powder for Injection 500 mg,1 Vial,55.96,1575(E),25-03-2026,0.64956%
2026,Amoxicillin,Oral liquid 125 mg/5 mL (p),1 ML,1.05,1575(E),25-03-2026,0.64956%
2026,Amoxicillin (A) + Clavulanic acid (B),Powder for Injection 1 g (A) +200 mg (B),1 Vial,145.06,1575(E),25-03-2026,0.64956%
2026,Amoxicillin (A) + Clavulanic acid (B),Powder for Injection 500 mg (A) + 100 mg (B),1 Vial,103.78,1575(E),25-03-2026,0.64956%
2026,Amoxicillin (A) + Clavulanic acid (B),Dry Syrup 125 mg (A) + 31.25 (B) / 5 ml (p),1 ML,2.10,1575(E),25-03-2026,0.64956%
2026,Amoxicillin (A) + Clavulanic acid (B),Tablet 500 mg (A) + 125 mg (B),1 Tablet,18.74,1575(E),25-03-2026,0.64956%
2026,Amoxicillin (A) + Clavulanic acid (B),Oral liquid 200 mg (A) + 28.5 mg (B) / 5 mL (p),1 ML,2.07,1575(E),25-03-2026,0.64956%
2026,Amphotericin B,Amphotericin B(conventional) - Injection 50 mg/vial,1 Vial,232.86,1575(E),25-03-2026,0.64956%
2026,Amphotericin B Lipid,Injection 50 mg / vial,1 Vial,1933.08,1575(E),25-03-2026,0.64956%
2026,Amphotericin B Liposomal,Injection 50 mg / vial,1 Vial,6807.87,1575(E),25-03-2026,0.64956%
2026,Ampicillin,Powder for Injection 500 mg,1 Vial,14.59,1575(E),25-03-2026,0.64956%
2026,Ampicillin,Powder for Injection 1 gm,1 Vial,25.51,1575(E),25-03-2026,0.64956%
2026,Anti-rabies immunoglobulin,Injection 150 IU/ml,1 ML,3182.21,1575(E),25-03-2026,0.64956%
2026,Anti-rabies immunoglobulin,Injection 300 IU/ml,1 ML,112.19,1575(E),25-03-2026,0.64956%
2026,Anti-tetanus immunoglobulin,As licensed (250 IU),1 Vial,1274.68,1575(E),25-03-2026,0.64956%
2026,Anti-tetanus immunoglobulin,As licensed (500 IU),1 Vial,1920.79,1575(E),25-03-2026,0.64956%
2026,Anti-tetanus immunoglobulin,As licensed (1000 IU),1 Vial,2748.64,1575(E),25-03-2026,0.64956%
2026,Arsenic Trioxide,Injection 1 mg/ml,1 ML,31.27,1575(E),25-03-2026,0.64956%
2026,Artemether (A) + Lumefantrine (B),Tablet 40 mg (A) + 240 mg (B),1 Tablet,18.47,1575(E),25-03-2026,0.64956%
2026,Artemether (A) +Lumefantrine (B),Tablet 80 mg (A) + 480 mg (B),1 Tablet,26.12,1575(E),25-03-2026,0.64956%
2026,Artemether (A) + Lumefantrine (B),Tablet 20 mg (A) + 120 mg (B),1 Tablet,12.95,1575(E),25-03-2026,0.64956%
2026,Artesunate,Powder for Injection 60 mg,1 Vial,250.61,1575(E),25-03-2026,0.64956%
2026,Artesunate,Powder for Injection 120 mg,1 Vial,465.35,1575(E),25-03-2026,0.64956%
2026,Artesunate (A) + Sulphadoxine - Pyrimethamine (B),Combi pack (A+B) 1 Tablet 50 mg (A) + 1 Tablet (500 mg + 25 mg) (B),1 Combi Pack,23.09,1575(E),25-03-2026,0.64956%
2026,Ascorbic acid (Vitamin C),Tablet 100 mg,1 Tablet,0.24,1575(E),25-03-2026,0.64956%
2026,Ascorbic acid (Vitamin C),Tablet 500 mg,1 Tablet,1.58,1575(E),25-03-2026,0.64956%
2026,Atazanavir (A) + Ritonavir (B),Tablet 300 mg (A) + Tablet 100 mg (B),1 Tablet,102.23,1575(E),25-03-2026,0.64956%
2026,Atorvastatin,Tablet 40 mg,1 Tablet,19.77,1575(E),25-03-2026,0.64956%
2026,Atorvastatin,Tablet 20 mg,1 Tablet,12.86,1575(E),25-03-2026,0.64956%
2026,Atorvastatin,Tablet 10 mg,1 Tablet,5.09,1575(E),25-03-2026,0.64956%
2026,Atorvastatin,Tablet 80 mg,1 Tablet,41.56,1575(E),25-03-2026,0.64956%
2026,Atracurium,Injection 10 mg/ml,1 ML,17.39,1575(E),25-03-2026,0.64956%
2026,Atropine,Drops 1%,1 ML,4.04,1575(E),25-03-2026,0.64956%
2026,Atropine,Ointment 1%,1 GM,4.82,1575(E),25-03-2026,0.64956%
2026,Atropine,Injection 0.6 mg/mL,1 ML,7.03,1575(E),25-03-2026,0.64956%
2026,Azathioprine,Tablet 50 mg,1 Tablet,11.53,1575(E),25-03-2026,0.64956%
2026,Azathioprine,Tablet 25 mg (p),1 Tablet,7.42,1575(E),25-03-2026,0.64956%
2026,Azithromycin,Powder for Injection 500 mg,1 Vial,209.63,1575(E),25-03-2026,0.64956%
2026,Azithromycin,Tablet 250 mg,1 Tablet,11.95,1575(E),25-03-2026,0.64956%
2026,Azithromycin,Tablet 500 mg,1 Tablet,24.14,1575(E),25-03-2026,0.64956%
2026,Azithromycin,Oral liquid 200 mg/5 mL (p),1 ML,3.49,1575(E),25-03-2026,0.64956%
2026,Azithromycin,Capsule 250 mg,1 Capsule,10.87,1575(E),25-03-2026,0.64956%
2026,Azithromycin,Tablet 1000 mg,1 Tablet,59.17,1575(E),25-03-2026,0.64956%
2026,Azithromycin,Capsule 500 mg,1 Capsule,19.49,1575(E),25-03-2026,0.64956%
2026,Baclofen,Tablet 20 mg,1 Tablet,16.67,1575(E),25-03-2026,0.64956%
2026,Baclofen,Tablet 10 mg,1 Tablet,12.19,1575(E),25-03-2026,0.64956%
2026,Baclofen,Tablet 5 mg,1 Tablet,6.52,1575(E),25-03-2026,0.64956%
2026,BCG vaccine,As licensed,Each dose (0.10 ML),8.20,1575(E),25-03-2026,0.64956%
2026,Bendamustine hydrochloride,Injection 100 mg/vial,1 Vial,5065.58,1575(E),25-03-2026,0.64956%
2026,Benzathine benzylpenicillin,Powder for Injection 12 lac units,1 Vial,20.28,1575(E),25-03-2026,0.64956%
2026,Benzathine benzylpenicillin,Powder for Injection 6 lac units,1 Vial,11.97,1575(E),25-03-2026,0.64956%
2026,Benzoyl peroxide,Gel 2.5%,1 GM,3.70,1575(E),25-03-2026,0.64956%
2026,Benzoyl peroxide,Gel 5%,1 GM,8.16,1575(E),25-03-2026,0.64956%
2026,Benzoyl peroxide,Gel 3.5%,1 GM,10.36,1575(E),25-03-2026,0.64956%
2026,Betamethasone,Injection 4 mg/mL,1 ML,4.85,1575(E),25-03-2026,0.64956%
2026,Betamethasone valerate,Cream 0.05%,1 GM,0.68,1575(E),25-03-2026,0.64956%
2026,Betamethasone valerate,Lotion 0.05%,1 ML,0.67,1575(E),25-03-2026,0.64956%
2026,Betamethasone valerate,Gel 0.05%,1 GM,0.48,1575(E),25-03-2026,0.64956%
2026,Betamethasone valerate,Cream 0.1%,1 GM,1.07,1575(E),25-03-2026,0.64956%
2026,Bicalutamide,Tablet 50 mg,1 Tablet,44.34,1575(E),25-03-2026,0.64956%
2026,Bisacodyl,Tablet 5 mg,1 Tablet,1.20,1575(E),25-03-2026,0.64956%
2026,Bisacodyl,Suppository 5 mg,1 Suppository,10.22,1575(E),25-03-2026,0.64956%
2026,Bleomycin,Powder for Injection 15 units,1 Vial,693.68,1575(E),25-03-2026,0.64956%
2026,Bortezomib,Powder for Injection 2 mg,1 Vial,5386.81,1575(E),25-03-2026,0.64956%
2026,Budesonide,Respirator solution for use in nebulizer 0.5 mg/mL,1 ML,12.19,1575(E),25-03-2026,0.64956%
2026,Budesonide,Respirator solution for use in nebulizer 1 mg/mL,1 ML,13.46,1575(E),25-03-2026,0.64956%
2026,Budesonide,Inhalation (MDI) 100 mcg/dose,1 Metered Dose,1.44,1575(E),25-03-2026,0.64956%
2026,Budesonide,Inhalation (MDI) 200 mcg/dose,1 Metered Dose,2.08,1575(E),25-03-2026,0.64956%
2026,Budesonide,Inhalation (DPI) 200 mcg/dose,1 Dose,3.41,1575(E),25-03-2026,0.64956%
2026,Budesonide,Nasal Spray 100 mcg/dose,1 Dose,0.83,1575(E),25-03-2026,0.64956%
2026,Budesonide (A)+ Formoterol (B),Inhalation (MDI) 100 mcg (A) + 6 mcg (B),1 Metered Dose,2.17,1575(E),25-03-2026,0.64956%
